cpu_percentage,memory_percentage
0.05999999865889549,9.5600004196167
0.0,9.569999694824219
0.0,9.59000015258789
0.0,9.779999732971191
0.0,9.800000190734863
0.0,9.930000305175781
0.0,10.170000076293945
0.019999999552965164,10.1899995803833
0.019999999552965164,10.199999809265137
0.03999999910593033,10.289999961853027
10.119999885559082,10.329999923706055
0.019999999552965164,10.34000015258789
0.019999999552965164,10.359999656677246
0.019999999552965164,10.359999656677246
0.019999999552965164,10.479999542236328
0.019999999552965164,10.510000228881836
0.03999999910593033,10.510000228881836
0.2800000011920929,10.5
0.11999999731779099,10.520000457763672
0.019999999552965164,10.520000457763672
1.6799999475479126,10.520000457763672
0.019999999552965164,10.520000457763672
0.5799999833106995,10.460000038146973
4.78000020980835,10.720000267028809
8.680000305175781,10.510000228881836
9.380000114440918,10.5
44.939998626708984,10.539999961853027
8.699999809265137,10.539999961853027
10.140000343322754,10.520000457763672
13.239999771118164,10.569999694824219
7.739999771118164,10.539999961853027
19.719999313354492,10.59000015258789
14.100000381469727,10.569999694824219
17.5,10.569999694824219
19.739999771118164,10.569999694824219
18.600000381469727,10.600000381469727
22.5,10.569999694824219
59.52000045776367,10.600000381469727
17.239999771118164,10.600000381469727
21.34000015258789,10.520000457763672
19.65999984741211,10.520000457763672
31.31999969482422,10.350000381469727
17.81999969482422,10.329999923706055
28.780000686645508,10.329999923706055
31.6200008392334,10.680000305175781
38.060001373291016,10.680000305175781
25.260000228881836,10.680000305175781
34.959999084472656,10.550000190734863
27.959999084472656,10.539999961853027
27.799999237060547,10.539999961853027
34.79999923706055,10.5600004196167
27.399999618530273,10.579999923706055
33.880001068115234,10.609999656677246
37.18000030517578,10.850000381469727
34.20000076293945,10.59000015258789
40.79999923706055,10.420000076293945
35.060001373291016,10.420000076293945
0.0,10.420000076293945
0.05999999865889549,10.430000305175781
0.14000000059604645,10.550000190734863
0.05999999865889549,10.609999656677246
0.10000000149011612,10.59000015258789
0.07999999821186066,10.529999732971191
0.07999999821186066,10.529999732971191
0.05999999865889549,10.529999732971191
0.11999999731779099,10.579999923706055
0.07999999821186066,10.579999923706055
0.11999999731779099,10.529999732971191
0.05999999865889549,10.529999732971191
0.05999999865889549,10.529999732971191
0.07999999821186066,10.529999732971191
0.05999999865889549,10.529999732971191
0.05999999865889549,10.579999923706055
0.07999999821186066,10.579999923706055
0.07999999821186066,10.579999923706055
0.05999999865889549,10.579999923706055
0.07999999821186066,10.630000114440918
0.07999999821186066,10.630000114440918
0.10000000149011612,10.369999885559082
0.07999999821186066,10.369999885559082
0.10000000149011612,10.369999885559082
0.05999999865889549,10.5
0.05999999865889549,10.529999732971191
0.05999999865889549,10.529999732971191
0.11999999731779099,10.550000190734863
0.05999999865889549,10.579999923706055
0.07999999821186066,10.579999923706055
0.10000000149011612,10.579999923706055
0.05999999865889549,10.579999923706055
0.07999999821186066,10.579999923706055
0.07999999821186066,10.579999923706055
0.07999999821186066,10.579999923706055
0.07999999821186066,10.579999923706055
0.0,10.579999923706055
0.05999999865889549,10.579999923706055
0.0,10.579999923706055
0.05999999865889549,10.579999923706055
0.07999999821186066,10.789999961853027
0.0,10.390000343322754
0.10000000149011612,10.390000343322754
0.10000000149011612,10.649999618530273
0.05999999865889549,10.680000305175781
0.11999999731779099,10.680000305175781
0.0,10.5
0.019999999552965164,10.489999771118164
0.0,10.489999771118164
0.0,10.550000190734863
0.0,10.579999923706055
0.019999999552965164,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.600000381469727
0.03999999910593033,10.579999923706055
0.0,10.600000381469727
0.0,10.579999923706055
0.0,10.579999923706055
0.019999999552965164,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.019999999552965164,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.019999999552965164,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.019999999552965164,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.9399995803833
0.0,10.539999961853027
0.0,10.539999961853027
0.0,10.630000114440918
0.0,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.019999999552965164,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.019999999552965164,10.640000343322754
0.0,10.640000343322754
0.0,10.430000305175781
0.0,10.470000267028809
0.0,10.460000038146973
0.0,10.5600004196167
0.0,10.59000015258789
0.0,10.569999694824219
0.0,10.600000381469727
0.019999999552965164,10.619999885559082
0.0,10.640000343322754
0.0,10.619999885559082
0.0,10.630000114440918
0.019999999552965164,10.680000305175781
0.0,10.59000015258789
0.0,10.59000015258789
0.0,10.720000267028809
0.0,10.729999542236328
0.0,10.729999542236328
0.0,10.619999885559082
0.0,10.619999885559082
0.0,10.619999885559082
0.019999999552965164,10.619999885559082
0.0,10.619999885559082
0.0,10.619999885559082
0.0,10.670000076293945
0.019999999552965164,10.670000076293945
0.0,10.569999694824219
0.0,10.569999694824219
0.0,10.569999694824219
0.0,10.569999694824219
0.0,10.569999694824219
0.0,10.569999694824219
0.0,10.600000381469727
0.0,10.619999885559082
0.019999999552965164,10.619999885559082
0.0,10.699999809265137
0.0,10.670000076293945
0.0,10.569999694824219
0.019999999552965164,10.569999694824219
0.0,10.59000015258789
0.0,10.59000015258789
0.0,10.59000015258789
0.0,10.59000015258789
0.0,10.619999885559082
0.0,10.670000076293945
0.0,10.65999984741211
0.0,10.640000343322754
0.019999999552965164,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.019999999552965164,10.670000076293945
0.0,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.0,10.670000076293945
0.019999999552965164,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.0,10.640000343322754
0.019999999552965164,10.640000343322754
0.0,10.670000076293945
0.0,10.640000343322754
0.0,10.720000267028809
0.0,10.65999984741211
0.0,10.640000343322754
0.0,10.65999984741211
0.0,10.619999885559082
0.0,10.670000076293945
0.0,10.680000305175781
0.0,10.680000305175781
0.0,10.670000076293945
0.0,10.670000076293945
0.019999999552965164,10.6899995803833
0.0,10.6899995803833
0.0,10.670000076293945
0.0,10.649999618530273
0.019999999552965164,10.630000114440918
0.0,10.630000114440918
0.0,10.649999618530273
0.0,10.619999885559082
0.0,10.619999885559082
0.0,10.649999618530273
0.0,10.619999885559082
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.019999999552965164,10.670000076293945
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.680000305175781
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.680000305175781
0.0,10.670000076293945
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.670000076293945
0.019999999552965164,10.670000076293945
0.0,10.670000076293945
0.0,10.670000076293945
0.0,10.670000076293945
0.0,10.670000076293945
0.0,10.670000076293945
0.0,10.670000076293945
0.0,10.670000076293945
0.0,10.510000228881836
0.0,10.510000228881836
0.0,10.510000228881836
0.0,10.600000381469727
0.0,10.5600004196167
0.019999999552965164,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.59000015258789
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.579999923706055
0.0,10.59000015258789
0.0,10.989999771118164
0.019999999552965164,10.59000015258789
0.0,10.59000015258789
0.0,10.770000457763672
0.0,10.789999961853027
0.0,10.789999961853027
0.0,10.630000114440918
0.0,10.630000114440918
0.0,10.630000114440918
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,11.069999694824219
0.019999999552965164,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.65999984741211
0.019999999552965164,10.65999984741211
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.609999656677246
0.0,11.020000457763672
0.019999999552965164,10.630000114440918
0.0,10.65999984741211
0.0,10.65999984741211
0.0,10.609999656677246
0.019999999552965164,10.609999656677246
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.600000381469727
0.0,10.630000114440918
0.0,10.600000381469727
0.0,10.609999656677246
0.0,10.619999885559082
0.0,10.619999885559082
0.0,10.619999885559082
0.0,10.619999885559082
0.03999999910593033,10.600000381469727
0.03999999910593033,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.03999999910593033,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.609999656677246
0.05999999865889549,10.609999656677246
0.019999999552965164,10.600000381469727
0.019999999552965164,10.609999656677246
0.019999999552965164,10.619999885559082
0.03999999910593033,10.65999984741211
0.019999999552965164,10.65999984741211
0.03999999910593033,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.829999923706055
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.600000381469727
0.03999999910593033,10.600000381469727
0.019999999552965164,10.600000381469727
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
0.03999999910593033,10.609999656677246
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
0.019999999552965164,10.609999656677246
2.1600000858306885,10.699999809265137
8.779999732971191,10.699999809265137
96.5,92.0999984741211
97.94000244140625,91.69000244140625
98.0999984741211,87.77999877929688
103.0999984741211,93.58000183105469
60.119998931884766,99.6500015258789
97.44000244140625,99.94000244140625
97.27999877929688,89.9800033569336
98.9800033569336,89.93000030517578
96.12000274658203,89.94999694824219
99.27999877929688,89.95999908447266
98.80000305175781,89.94000244140625
98.80000305175781,89.94000244140625
98.27999877929688,89.94999694824219
99.18000030517578,89.97000122070312
98.16000366210938,89.94999694824219
99.18000030517578,89.79000091552734
98.05999755859375,89.79000091552734
99.94000244140625,89.79000091552734
98.63999938964844,89.80999755859375
99.30000305175781,89.80999755859375
101.68000030517578,89.79000091552734
101.62000274658203,89.79000091552734
62.939998626708984,8.84000015258789
61.15999984741211,8.920000076293945
59.720001220703125,8.920000076293945
61.52000045776367,8.949999809265137
59.41999816894531,8.899999618530273
59.18000030517578,8.890000343322754
63.29999923706055,8.920000076293945
58.900001525878906,8.920000076293945
59.5,8.890000343322754
63.0,8.949999809265137
59.36000061035156,8.9399995803833
59.20000076293945,8.9399995803833
61.86000061035156,8.949999809265137
58.70000076293945,8.970000267028809
61.91999816894531,9.0
59.34000015258789,9.0
58.91999816894531,8.960000038146973
60.34000015258789,8.989999771118164
58.68000030517578,8.960000038146973
58.91999816894531,8.960000038146973
61.560001373291016,8.960000038146973
59.18000030517578,8.960000038146973
59.380001068115234,8.989999771118164
61.7400016784668,9.020000457763672
59.099998474121094,9.039999961853027
60.86000061035156,9.039999961853027
58.68000030517578,9.039999961853027
51.08000183105469,9.039999961853027
52.02000045776367,9.039999961853027
51.02000045776367,9.010000228881836
50.380001068115234,9.039999961853027
50.18000030517578,9.010000228881836
50.7400016784668,9.010000228881836
47.119998931884766,9.039999961853027
49.880001068115234,9.029999732971191
47.41999816894531,9.010000228881836
45.540000915527344,9.010000228881836
44.36000061035156,8.989999771118164
0.0,8.960000038146973
0.0,8.960000038146973
